title,date,season,document_type,abstract,mentioned_locations,keywords,disciplines,contributor,identifier,source,rights,fulltext_url,cover_image_url,update_reason,author1_fname,author1_mname,author1_lname,author1_suffix,author1_email,author1_institution,author1_is_corporate,author2_fname,author2_mname,author2_lname,author2_suffix,author2_email,author2_institution,author2_is_corporate,author3_fname,author3_mname,author3_lname,author3_suffix,author3_email,author3_institution,author3_is_corporate,author4_fname,author4_mname,author4_lname,author4_suffix,author4_email,author4_institution,author4_is_corporate,author5_fname,author5_mname,author5_lname,author5_suffix,author5_email,author5_institution,author5_is_corporate,calc_url,context_key,issue,ctmtime,format,thumb_url
"Letter from Pauline Smith to Christine Smith and Martha Smith; September 28, 1936",1936-09-28,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Hinds County (Miss.),Social life and customs--20th century; Mississippi--Politics and government,,Whitney Baswell,mcj.c611.23.012,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/45,22014386,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1044/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith and Martha Smith; October 5, 1936",1936-10-05,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.); Webster County (Miss.); Lafayette County (Miss.); Tennessee,Music in churches; Personal health; Clothing and dress; Manners and customs,,Whitney Baswell,mcj.c611.23.013,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/46,22014387,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1045/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; October 9, 1936",1936-10-09,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.); Webster County (Miss.); Lafayette County (Miss.);,Court proceedings; Cotton picking; Clothing and dress; Manners and customs,,Whitney Baswell,mcj.c611.23.014,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/47,22014388,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1046/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; October 12, 1936",1936-10-12,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.); Lowndes County (Miss.),Church attendance; Employment; Clothing and dress; Student newspapers and periodicals,,Whitney Baswell,mcj.c611.23.015,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/48,22014389,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1047/thumbnail.jpg
"Letter from Pauline Smith to Martha Smith; October 19, 1936",1936-10-19,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.),Church attendance; Breast--Cancer; Clothing and dress,,Whitney Baswell,mcj.c611.23.016,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/49,22014391,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1048/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; October 26, 1936",1936-10-26,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.),"Personal health; Clothing and dress; Roosevelt, Theodore, 1887-1944",,Whitney Baswell,mcj.c611.23.017,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/50,22014394,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1049/thumbnail.jpg
"Letter from Pauline Smith to Martha Smith; November 2, 1936",1936-11-02,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.),Personal health; High school,,Whitney Baswell,mcj.c611.23.018,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/51,22014398,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1050/thumbnail.jpg
"Postcard from Sam Smith to Pauline Smith; November 14, 1936",1936-11-14,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Harrison County (Miss.),Postcards; Personal health,,Whitney Baswell,mcj.c611.23.019,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Sam,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/52,22014399,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1051/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; November 19, 1936",1936-11-19,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Calhoun County (Miss.),Methodist Church; Dressmaking; Manners and customs,,Whitney Baswell,mcj.c611.23.020,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/53,22014401,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1052/thumbnail.jpg
"Letter from Office of the Registrar at Mississippi State College for Women to Pauline Smith; November 20, 1936",1936-11-20,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Lowndes County (Miss.),College registrars; Report cards,,Whitney Baswell,mcj.c611.23.021,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,MSCW,,Office of the Registrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/54,22014402,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1053/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; December 7, 1936",1936-12-07,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection,Chickasaw County (Miss.); Lafayette County (Miss.),Medical care; Homicide; Church attendance; Manners and customs,,Whitney Baswell,mcj.c611.23.022,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Pauline,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/55,22014404,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1054/thumbnail.jpg
"Letter from Sam H. Smith to Pauline Smith; January 19, 1937",1937-01-19,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Sam tells Pauline how much he misses her and about his upcoming travels, and makes plans for Bernice to meet a relative in Tupelo.",Hinds County (Miss.),Railroad travel; Personal health; Road surfacings,,Hillary A. H. Richardson,mcj.c611.24.001,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 16.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Sam,H.,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/56,22014406,smithpapers,1631660796,image,https://athenacommons.muw.edu/smithpapers/1055/thumbnail.jpg
"Letter from Pauline Smith to Christine and Martha Smith; January 18, 1937",1937-01-18,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Mrs. S. H. Smith to Misses Christine and Martha Smith; January 18, 1937",Lee County (Miss.); Calhoun County (Miss.); Shelby County (Tenn.),Social life and customs--20th century; Travel,,Nathaniel Norris-Jones,mcj-dp018-19370118-smith_pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/58,22385875,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1057/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; January 22, 1937",1937-01-22,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Mrs. S. H. Smith to Miss Christine Smith; January 22, 1937",Calhoun County (Miss.); Lowndes County (Miss.),"Home economics, Rural; Social life and customs--20th century",,Nathaniel Norris-Jones,mcj-dp018-19370122-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/59,22385876,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1058/thumbnail.jpg
"Letter from Pauline Smith to Christine and Martha Smith; January 25, 1937",1937-01-25,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Mrs. S. H. Smith to Misses Christine and Martha Smith; January 25, 1937",Lowndes County (Miss.); Calhoun County (Miss.); Pontotoc County (Miss.),College teachers; death; burial insurance,,Nathaniel Norris-Jones,mcj-dp018-19370125-smith_pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/60,22385877,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1059/thumbnail.jpg
"Letter from Pauline Smith to Martha Smith; February 1, 1937",1937-02-01,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Martha Smith; February 1, 1937",Calhoun County (Miss.); Leflore County (Miss.); Lowndes County (Miss.),Education; Social life and customs--20th century,,Nathaniel Norris-Jones,mcj-dp018-19370201-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/61,22385878,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1060/thumbnail.jpg
"Letter from Wade Horn to Christine Smith; February 8, 1937",1937-02-08,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Wade to Christine Smith; February 8, 1937",Lowndes County (Miss.),Dating (Social customs); Dance,,Nathaniel Norris-Jones,mcj-dp018-19370208-horn-wade,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Wade,,Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/62,22385879,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1061/thumbnail.jpg
"Letter from Pauline Smith to Martha Smith; February 8, 1937",1937-02-08,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Martha Smith; February 8, 1937",Calhoun County (Miss.); Lowndes County (Miss.),"Travel; Agricultural education--Societies, etc; Cooking",,Nathaniel Norris-Jones,mcj-dp018-19370208-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/63,22385880,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1062/thumbnail.jpg
"Envelope from Wade Horn to Christine Smith; February 17, 1937",1937-02-17,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Wade Horn to Christine Smith; February 17, 1937",Lowndes County (Miss.),Dating (Social customs); Dance; Well-being,,Elaine Walker,mcj-dp018-19370217-horn-wade,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Wade,,Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/64,22385881,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1063/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; March 6, 1937",1937-03-06,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; March 6, 1937",Calhoun County (Miss.),"Home economics, Rural; Birthdays",,Nathaniel Norris-Jones,mcj-dp018-19370306-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/65,22385882,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1064/thumbnail.jpg
"Letter from Pauline Smith to Christine and Martha Smith; March 22, 1937",1937-03-22,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine and Martha Smith; March 22, 1937",Calhoun County (Miss.),"Home economics, Rural; Gossip--Social aspects; Correspondence",,Nathaniel Norris-Jones,mcj-dp018-19370322-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/66,22385883,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1065/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; March 24, 1937",1937-03-24,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; March 24, 1937","Stewart, Florida",Travel,,Nathaniel Norris-Jones,mcj-dp018-19370324-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/67,22385885,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1066/thumbnail.jpg
"Letter from Martha Smith to Christine Smith; August 19, 1937",1937-08-19,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection.Letter from Martha Smith to Christine Smith; August 19, 1937",Kemper County (Miss.),Visiting teachers,,Nathaniel Norris-Jones,mcj-dp018-19370819-smith-martha,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/69,22385887,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1068/thumbnail.jpg
"Letter from Sam H. Smith to Christine Smith; August 20, 1937",1937-08-20,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Sam tells Christine he had planned to visit, and will send her money.",Pearl River County (Miss.),Correspondence; Travel,,Hillary A. H. Richardson,mcj-dp018-19370820-smith-sam,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 24.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Sam,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/70,22385889,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1069/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; August 23, 1937",1937-08-23,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; August 23, 1937",,"Home economics, Rural",,Nathaniel Norris-Jones,mcj-dp018-19370823-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/71,22385890,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1070/thumbnail.jpg
"Letter from Bernice Smith to Christine Smith; August 24, 1937",1937-08-24,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Bernice Smith to Christine Smith; August 24, 1937",Kemper County (Miss.),Teaching,,Nathaniel Norris-Jones,mcj-dp018-19370824-smith-bernice,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Annie,Bernice,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/72,22385892,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1071/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; August 30,1937",1937-08-30,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; August 30,1937",Calhoun County (Miss.),Education,,Nathaniel Norris-Jones,mcj-dp018-19370830-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/73,22385893,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1072/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; September 06, 1937",1937-09-06,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; September 06, 1937",Calhoun County (Miss.),Education,,Nathaniel Norris-Jones,mcj-dp018-19370906-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/74,22385895,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1073/thumbnail.jpg
"Letter from Martha Smith to Christine Smith; September 13, 1937",1937-09-13,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Martha Smith to Christine Smith; September 13, 1937",Calhoun County (Miss.),Social life and customs--20th century,,Nathaniel Norris-Jones,mcj-dp018-19370913-smith-martha,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Martha,Josephine,Womble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/75,22385898,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1074/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; September 13, 1937",1937-09-13,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; September 13, 1937",Calhoun County (Miss.),Second-wave feminism,,Hillary A. H. Richardson,mcj-dp018-19370913-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/76,22385899,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1075/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; September 21, 1937",1937-09-21,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; September 21, 1937",Webster County (Miss.),"Great Depression, 1931",,Nathaniel Norris-Jones,mcj-dp018-19370921-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/77,22385900,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1076/thumbnail.jpg
"Letter from Martha Smith to Christine Smith; September 25, 1937",1937-09-25,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Martha Smith to Christine Smith; September 25, 1937",Calhoun County (Miss.); Kemper County (Miss.); New York City,Travel,,Nathaniel Norris-Jones,mcj-dp018-19370925-smith-martha,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Martha,Josephine,Womble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/78,22385902,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1077/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; September 27, 1937",1937-09-27,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; September 27, 1937",Calhoun County (Miss.),electricity; Renovation (Architecture),,Hillary A. H. Richardson,mcj-dp018-19370927-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/79,22385903,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1078/thumbnail.jpg
